lineno,sno,origWord,Synonym,imp,uniqCount,freq,freqcorrection,type,class,base weight,adj. weight,title
16320,244,cold,cold,1,1,21,20,noun,,30,1.5, hot n cold the effects of temperature on plasmolysis chemistry biology 
29307,220,soil,soil,1,1,21,20,noun,,30,1.5, the effect of non polar vs polar pollutants migration through soil earth environment pollute chemistry environment environment 
10522,175,school,school,2,1,21,20,noun,class,1000,50, do you know do you care students knowledge of environmental change school education school education behaviour social environment 
1681,522,3d,3d,2,1,21,20,noun,,20,1, 3d light cube electric device electronics household engineering 
9579,76,cost,cost,,1,21,20,noun,,2,0.1, developing a cost effective solar power surgical sterilization system energy energy medical pure clean mechanical medical engineering 
9487,173,direct,direct,,1,21,20,noun,,2,0.1, determining transcription factors for direct reprogramming gene genetics funda biology 
20100,204,measuring,estimate,,1,21,20,noun,,2,0.1, measuring the amount of vitamin c in raw vs cooked foods chemical nutrition nutrition food nutrition food biochem nutrition biology 
14473,420,alzheimers,alzheimer,,1,21,20,pronoun,,80,4, facial recognition application for alzheimers patients disease neuroscience medical organism human mammal medical compsci neuroscience engineering 
8,23,dna,dna,,1,21,20,pronoun,,80,4, a new method for identifying active regulatory dna elements phase ii genetic method genetics funda biology 
35199,79,vitamins,vitamin,,1,21,20,pronoun,,80,4, vitamins vital for meat eaters chemical nutrition food nutrition nutrition food biochem nutrition biology 
25672,160,proliferation,breed,2,1,21,20,verb,,50,2.5, snake venom optimal dosage to prevent cancer cell proliferation pollute toxin cellbio disease medical drug organism reptile biochem medical biology 
836,99,air,air,2,1,20,20,noun,,20,1, its in the water its in the air its everywhere water compsci computersci 
1012,167,quality,quality,,1,20,20,noun,,2,0.1, quality cost effective alternative materials for a trombone device music art acoustic material chemistry sports engineering 
21374,1338,imaging,image,3,1,19,20,noun,,20,1, novel bio chemical nano particles as contrast agents for bio imaging chemical biochem medical biology 
11324,380,response,response,,1,19,20,noun,,2,0.1, effect of caffeine on inflammatory response in c.elegans acne model chemical plant drug disease immune medical disease skin microbiology human medical organism microbiology worm chemistry cellbio biology 
23146,49,zebrafish,d.rerio,,1,19,20,pronoun,,80,4, post lyme disease a novel treatment method in zebrafish model disease medical disease tick lyme insect method organism fish zebrafish microbiology medical biology 
12373,47,hormone,hormone,,1,19,20,pronoun,,80,4, effects of abscisic and indole acetic acid on vetiver root growth chemical chemical hormone plant chemical organic chemical organic plant hormone plant organism biochem agriculture biology 
24579,172,ridding,discard,3,1,19,20,verb,,10,0.5, ridding the world of red tide effect ph has on alga blooms chemistry organism plant microbiology chemistry ecology environment 
22990,320,extracts,extract,3,1,19,20,verb,,10,0.5, plant extracts as a method of skin protection against uv exposure method organ organism light plant biochem medical biology 
24935,657,kills,kill,3,1,19,20,verb,,10,0.5, sodium chloride vs plants the non living kills the living chemical chemical organism chemistry agriculture chemistry 
23145,49,treatment,treat,3,1,19,20,verb,,10,0.5, post lyme disease a novel treatment method in zebrafish model disease medical disease tick lyme insect method organism fish zebrafish microbiology medical biology 
16196,421,high,tall,0,1,18,20,adjective,,1,0.05, high throughput analysis of p.gingivalis lps induced macrophage and g chemical organic protein organ immune organism microbiology infectious biochem biology 
23898,465,radiation,radiant,1,1,18,20,noun,,30,1.5, radiation randomness the entropy of thin air energy compsci computersci 
20091,204,amount,quantity,,1,18,20,noun,,2,0.1, measuring the amount of vitamin c in raw vs cooked foods chemical nutrition nutrition food nutrition food biochem nutrition biology 
30005,402,brain,brain,,1,18,20,pronoun,,80,4, the effect of traumatic brain injuries on d.melanogaster disease medical organ neuroscience organism insect fruitfly drosophila biology neuroscience biology 
31063,144,nitrate,nitrogen,,1,18,20,pronoun,,80,4, the effects of nitrate pollutants and hypoxic conditions on d.magna chemical inorganic organism microbiology crustacean pollute respire oxygen disease biochem environment 
35553,231,drink,drink,3,1,18,20,verb,,10,0.5, what drink are you sporting sports water biology sports biology 
13712,14,track,track,3,1,18,20,verb,,10,0.5, engineering a cdh1 protein reporter to track cancer differentiation disease medical protein chemical protein gene genetics cancer biology 
9486,173,determining,determine,4,1,18,20,verb,,5,0.25, determining transcription factors for direct reprogramming gene genetics funda biology 
3171,443,lower,low,0,1,17,15,adjective,,1,0.066666667, affordable lower limb prosthetics in developing countries device location organ mechanical medical engineering 
3734,45,strength,strong,0,1,17,15,adjective,,1,0.066666667, an investigation into the tensile strength of glycerin based hydro gels chemical mechanical mechanical material chemistry 
34095,6,super,super,0,1,17,15,adjective,,1,0.066666667, unveiling the power of super massive black holes in distant galaxies astronomy physics energy astronomy physics 
15713,38,green,green,4,1,17,15,adjective,,30,2, green roofs and storm water mitigation civil engineering architecture environment water weather environment civil environment environment 
25637,188,print,print,1,1,17,15,noun,,30,2, smudging the truth finger print comparison method organ crime social behaviour chemistry security chemistry 
8106,32,logistics,logistics,2,1,17,15,noun,class,1000,66.66666667, creating a micro pipetting protocol to reduce human error method method organism mammal human behaviour logistics behavioralandsocial 
10946,217,solubility,soluble,2,1,17,15,noun,,20,1.333333333, drug solubility chemical biochem chemistry 
22847,5,speed,speed,2,1,17,15,noun,,20,1.333333333, pick up line using accelerometers to identify a person device speed organism human mammal electronics engineering 
35727,286,concentrating,concentrate,,1,17,15,noun,,2,0.133333333, what is the optimal pore size membrane in concentrating liposomes organ cellbio cell biology biology 
27868,471,aquaponics,aquaponic,,1,17,15,pronoun,,80,5.333333333, the effect of aquaponics on gardening vs traditional farming methods agriculture agriculture method method agriculture biology agriculture biology 
13444,166,biophysics,biophysics,,1,17,15,pronoun,,80,5.333333333, electricity as a sterilizer pure clean biophysics microbiology biology 
11051,85,diabetes,diabetes,,1,17,15,pronoun,,80,5.333333333, dysregulation of micro rna expression in diabetes chemical gene disease genetic disease cardiovascular medical genetics cardiovasc biology 
19934,209,invaders,invade,3,1,17,15,verb,,10,0.666666667, marsh invaders plant species and micro elevation in salt marshes chemical location location organism ecology environment 
9298,58,reactivity,react,3,1,17,15,verb,,10,0.666666667, micro plastics in beach sand and its reactivity with organism digestion pollute marine organism chemistry environment environment 
27464,60,stimuli,stimulate,3,1,17,15,verb,,10,0.666666667, the cognative effects of negative and positive stimuli behaviour neuroscience behaviour neuroscience behavioralandsocial 
9701,567,pressure,pressure,2,1,16,15,noun,,20,1.333333333, developing a wing design to reduce air pressure vorticies in flight aerodynamics transportation aeronautics mechanical transportation engineering 
30962,265,fat,fat,3,1,16,15,noun,,20,1.333333333, the effects of milk fat on bacteria levels in fat free milk chemical chemical nutrition food organism microbiology bacteria health safety biochem microbiology biology 
4139,487,dynamics,dynamic,,1,16,15,noun,,2,0.133333333, annual and seasonal variation of early life dynamics of river herring baby nutrition food organism fish marine water location ecology environment 
19693,302,future,future,,1,16,15,noun,,2,0.133333333, machines of the future robotically controlled photo voltaic cells device device electronics engineering energy light mechanical robotics engineering 
32618,125,output,output,,1,16,15,noun,,2,0.133333333, the power output of hydro electric generator prototypes energy energy water mechanical energy environment 
22173,632,processes,process,,1,16,15,noun,,2,0.133333333, oyster aquacultures affect on sediment nitrogen removal processes chemical inorganic method agriculture organism marine mollusc biology agriculture environment 
5222,19,relation,relating,,1,16,15,noun,,2,0.133333333, base 1.5 analysis of properties and relation to collatz math math 
8488,452,role,role,,1,16,15,noun,,2,0.133333333, data mining nitric oxide synthases role in pancreatic cell death cellbio chemical chemical inorganic enzyme protein chemical medical organ cardiovascular diabetes statistics cardiovasc biology 
11529,50,alcohol,alcohol,,1,16,15,pronoun,,80,5.333333333, effect of fibrin on hmscs exposed to etoh and caffeine chemical chemical plant drug protein alcohol biochem biology 
11048,85,cardiovasc,cardiovasc,,1,16,15,pronoun,,80,5.333333333, dysregulation of micro rna expression in diabetes chemical gene disease genetic disease cardiovascular medical genetics cardiovasc biology 
11533,50,caffeine,coffee,,1,16,15,pronoun,,80,5.333333333, effect of fibrin on hmscs exposed to etoh and caffeine chemical chemical plant drug protein alcohol biochem biology 
30199,230,gastric,gastric,,1,16,15,pronoun,,80,5.333333333, the effectiveness of antacids in neutralizing stomach acid chemical chemical drug gastric organ biochem physiology biology 
33791,10,mollusc,mollusc,,1,16,15,pronoun,,80,5.333333333, triclosan the snails achilles heel chemical organism slug mollusc ecology biology 
26150,71,rna,rna,,1,16,15,pronoun,,80,5.333333333, starvation in c.elegans the impact on rna interference chemical gene organic food nutrition organism microbiology worm genetics cellbio biology 
6223,249,recyled,recyled,3,1,15,15,noun,,20,1.333333333, building an algae photo bioreactor from recyled water bottles device device light organism plant microbiology water energy ecology environment environment 
